,Node_1,Node_2,Node_3,Node_4,Node_Nr
1606,90449,90113,90405,90600,400487
1607,90405,90112,90598,90600,400488
1608,90109,90260,90601,90481,400489
1609,90260,90108,90572,90601,400490
1610,90572,90119,90235,90601,400491
1611,90235,90118,90481,90601,400492
1612,90121,90602,90604,90382,400493
1613,90602,90122,90603,90604,400494
1614,90603,88485,88484,90604,400495
1615,88484,88483,90382,90604,400496
1616,90106,90584,90606,90217,400497
1617,90584,90107,90605,90606,400498
1618,90605,90181,90221,90606,400499
1619,90221,88000,90217,90606,400500
1620,90102,90398,90607,90377,400501
1621,90398,90101,90570,90607,400502
1622,90570,90163,90216,90607,400503
1623,90216,90178,90377,90607,400504
1624,90154,90444,90608,90555,400505
1625,90444,90155,90356,90608,400506
1626,90356,90156,90469,90608,400507
1627,90469,90159,90555,90608,400508
1628,90150,90411,90610,90529,400509
1629,90411,90141,90609,90610,400510
1630,90609,90152,90498,90610,400511
1631,90498,90140,90529,90610,400512
1632,90189,90561,90612,90407,400513
1633,90561,90187,90456,90612,400514
1634,90456,90188,90611,90612,400515
1635,90611,90190,90407,90612,400516
1636,90157,90436,90613,90359,400517
1637,90436,88436,88437,90613,400518
1638,88437,88438,90468,90613,400519
1639,90468,90156,90359,90613,400520
1640,88101,90614,90615,90569,400521
1641,90614,90172,90553,90615,400522
1642,90553,90169,90213,90615,400523
1643,90213,90163,90569,90615,400524
1644,90148,90548,90617,90616,400525
1645,90548,90145,90357,90617,400526
1646,90357,90155,90443,90617,400527
1647,90443,90144,90616,90617,400528
1648,90107,90573,90618,90605,400529
1649,90573,90193,90422,90618,400530
1650,90422,90182,90563,90618,400531
1651,90563,90181,90605,90618,400532
1652,90122,90500,90619,90603,400533
1653,90500,90123,90527,90619,400534
1654,90527,88487,88486,90619,400535
1655,88486,88485,90603,90619,400536
1656,90116,90515,90621,90620,400537
1657,90515,90103,90592,90621,400538
1658,90592,90170,90540,90621,400539
1659,90540,88001,90620,90621,400540
1660,90179,90281,90622,90375,400541
1661,90281,90175,90588,90622,400542
1662,90588,90208,90491,90622,400543
1663,90491,90174,90375,90622,400544
1664,90183,90511,90624,90576,400545
1665,90511,90192,90431,90624,400546
1666,90431,90185,90623,90624,400547
1667,90623,90184,90576,90624,400548
1668,88001,90539,90625,90620,400549
1669,90098,90580,90625,90539,400550
1670,90116,90620,90625,90580,400551
1671,89058,89059,90626,90387,400552
1672,89060,90366,90626,89059,400553
1673,34041,90387,90626,90366,400554
1674,88432,90487,90627,88431,400555
1675,90097,90331,90627,90487,400556
1676,88430,88431,90627,90331,400557
1677,90139,90441,90628,90471,400558
1678,90146,90550,90628,90441,400559
1679,90149,90471,90628,90550,400560
1680,88952,90594,90630,88953,400561
1681,90148,90629,90630,90594,400562
1682,88954,88953,90630,90629,400563
1683,90148,90616,90631,90629,400564
1684,90144,90566,90631,90616,400565
1685,88954,90629,90631,90566,400566
1686,90120,90590,90632,90383,400567
1687,90151,90531,90632,90590,400568
1688,90121,90383,90632,90531,400569
1689,90122,90602,90633,90497,400570
1690,90121,90530,90633,90602,400571
1691,90140,90497,90633,90530,400572
1692,90152,90609,90634,90509,400573
1693,90141,90513,90634,90609,400574
1694,90153,90509,90634,90513,400575
1695,90146,90440,90636,90635,400576
1696,12034,90437,90636,90440,400577
1697,90157,90635,90636,90437,400578
1698,90146,90635,90637,90547,400579
1699,90157,90358,90637,90635,400580
1700,90145,90547,90637,90358,400581
1701,90160,90485,90638,90349,400582
1702,90158,90556,90638,90485,400583
1703,90159,90349,90638,90556,400584
1704,88444,88445,90639,90361,400585
1705,88446,90413,90639,88445,400586
1706,90161,90361,90639,90413,400587
1707,88468,90399,90641,90333,400588
1708,90102,90640,90641,90399,400589
1709,88100,90333,90641,90640,400590
1710,90171,90552,90643,90520,400591
1711,90172,90642,90643,90552,400592
1712,89044,90520,90643,90642,400593
1713,89044,90642,90644,90477,400594
1714,90172,90614,90644,90642,400595
1715,88101,90477,90644,90614,400596
1716,88101,90568,90645,90476,400597
1717,90100,90211,90645,90568,400598
1718,34033,90476,90645,90211,400599
1719,88100,90640,90646,90490,400600
1720,90102,90376,90646,90640,400601
1721,90174,90490,90646,90376,400602
1722,88515,90647,90648,88516,400603
1723,34041,90365,90648,90647,400604
1724,88517,88516,90648,90365,400605
1725,88511,88510,90649,90560,400606
1726,88509,90457,90649,88510,400607
1727,90187,90560,90649,90457,400608
1728,90190,90611,90650,90460,400609
1729,90188,90433,90650,90611,400610
1730,90191,90460,90650,90433,400611
1731,90110,90426,90651,90464,400612
1732,90111,90461,90651,90426,400613
1733,90191,90464,90651,90461,400614
1734,90113,90448,90652,90406,400615
1735,90114,90394,90652,90448,400616
1736,90189,90406,90652,90394,400617
1737,34041,90647,90653,90385,400618
1738,88515,90395,90653,90647,400619
1739,90114,90385,90653,90395,400620
1740,88479,88478,90654,90238,400621
1741,88477,90339,90654,88478,400622
1742,90096,90238,90654,90339,400623
1743,90130,90372,90655,90392,400624
1744,90196,90250,90655,90372,400625
1745,90129,90392,90655,90250,400626
1746,90201,90369,90656,90474,400627
1747,90202,90416,90656,90369,400628
1748,90186,90474,90656,90416,400629
1749,90184,90623,90657,90545,400630
1750,90185,90586,90657,90623,400631
1751,90207,90545,90657,90586,400632
1752,90135,90542,90658,90453,400633
1753,90136,90596,90658,90542,400634
1754,90206,90453,90658,90596,400635
1755,90137,90402,90659,90502,400636
1756,90138,90492,90659,90402,400637
1757,90208,90502,90659,90492,400638
1758,90203,90536,90660,90225,400639
1759,90204,90504,90660,90536,400640
1760,90209,90225,90660,90504,400641
1761,90667,90682,90685,90684,500001
1762,90682,89065,89066,90685,500002
1763,89066,89067,90683,90685,500003
1764,90683,90671,90684,90685,500004
1765,90667,90686,90688,90682,500005
1766,90686,34043,90687,90688,500006
1767,90687,89063,89064,90688,500007
1768,89064,89065,90682,90688,500008
1769,88969,90689,90693,90692,500009
1770,90689,90666,90690,90693,500010
1771,90690,90665,90691,90693,500011
1772,90691,90664,90692,90693,500012
1773,88969,90692,90696,88970,500013
1774,90692,90664,90694,90696,500014
1775,90694,90663,90695,90696,500015
1776,90695,88971,88970,90696,500016
1777,88552,88551,90699,90698,500017
1778,88551,88550,90697,90699,500018
1779,90697,88507,88508,90699,500019
1780,88508,88509,90698,90699,500020
1781,88489,88490,90702,90701,500021
1782,88490,88491,90700,90702,500022
1783,90700,88534,88533,90702,500023
1784,88533,88532,90701,90702,500024
1785,88491,88492,90704,90700,500025
1786,88492,88493,90703,90704,500026
1787,90703,88536,88535,90704,500027
1788,88535,88534,90700,90704,500028
1789,88493,88494,90706,90703,500029
1790,88494,88495,90705,90706,500030
1791,90705,88538,88537,90706,500031
1792,88537,88536,90703,90706,500032
1793,88495,88496,90708,90705,500033
1794,88496,88497,90707,90708,500034
1795,90707,88540,88539,90708,500035
1796,88539,88538,90705,90708,500036
1797,88532,88531,90710,90701,500037
1798,88531,88530,90709,90710,500038
1799,90709,88487,88488,90710,500039
1800,88488,88489,90701,90710,500040
1801,88497,88498,90712,90707,500041
1802,88498,88499,90711,90712,500042
1803,90711,88542,88541,90712,500043
1804,88541,88540,90707,90712,500044
1805,88499,88500,90714,90711,500045
1806,88500,88501,90713,90714,500046
1807,90713,88544,88543,90714,500047
1808,88543,88542,90711,90714,500048
1809,34043,90715,90716,90687,500049
1810,90715,88517,88518,90716,500050
1811,88518,3404,89062,90716,500051
1812,89062,89063,90687,90716,500052
1813,88501,88502,90718,90713,500053
1814,88502,88503,90717,90718,500054
1815,90717,88546,88545,90718,500055
1816,88545,88544,90713,90718,500056
1817,88503,88504,90720,90717,500057
1818,88504,88505,90719,90720,500058
1819,90719,88548,88547,90720,500059
1820,88547,88546,90717,90720,500060
1821,88505,88506,90721,90719,500061
1822,88506,88507,90697,90721,500062
1823,90697,88550,88549,90721,500063
1824,88549,88548,90719,90721,500064
1825,88520,88519,90724,90723,500065
1826,88519,1205,88974,90724,500066
1827,88974,88973,90722,90724,500067
1828,90722,90662,90723,90724,500068
1829,90680,90725,90728,90727,500069
1830,90725,88511,88512,90728,500070
1831,88512,88513,90726,90728,500071
1832,90726,90681,90727,90728,500072
1833,90661,90729,90731,90730,500073
1834,90729,12043,88967,90731,500074
1835,88967,1204,88476,90731,500075
1836,88476,88477,90730,90731,500076
1837,3405,88559,90734,89070,500077
1838,88559,88558,90732,90734,500078
1839,90732,90670,90733,90734,500079
1840,90733,89069,89070,90734,500080
1841,88483,90735,90738,88482,500081
1842,90735,90674,90736,90738,500082
1843,90736,12044,90737,90738,500083
1844,90737,88481,88482,90738,500084
1845,88509,90739,90741,90698,500085
1846,90739,90680,90740,90741,500086
1847,90740,88554,88553,90741,500087
1848,88553,88552,90698,90741,500088
1849,90661,90742,90744,90743,500089
1850,90742,88479,88480,90744,500090
1851,88480,88481,90737,90744,500091
1852,90737,12044,90743,90744,500092
1853,90673,90745,90748,90747,500093
1854,90745,90678,90746,90748,500094
1855,90746,88528,88527,90748,500095
1856,88527,88526,90747,90748,500096
1857,88556,88555,90751,90750,500097
1858,88555,88554,90740,90751,500098
1859,90740,90680,90749,90751,500099
1860,90749,90669,90750,90751,500100
1861,90668,90752,90756,90755,500101
1862,90752,90671,90753,90756,500102
1863,90753,90670,90754,90756,500103
1864,90754,90669,90755,90756,500104
1865,88969,88968,90758,90689,500105
1866,88968,12043,90729,90758,500106
1867,90729,90661,90757,90758,500107
1868,90757,90666,90689,90758,500108
1869,88515,90759,90762,88514,500109
1870,90759,90667,90760,90762,500110
1871,90760,90668,90761,90762,500111
1872,90761,88513,88514,90762,500112
1873,88483,88484,90765,90735,500113
1874,88484,88485,90763,90765,500114
1875,90763,90678,90764,90765,500115
1876,90764,90674,90735,90765,500116
1877,90662,90722,90767,90766,500117
1878,90722,88973,88972,90767,500118
1879,88972,88971,90695,90767,500119
1880,90695,90663,90766,90767,500120
1881,90675,90768,90771,90770,500121
1882,90768,90676,90769,90771,500122
1883,90769,90662,90766,90771,500123
1884,90766,90663,90770,90771,500124
1885,88558,88557,90772,90732,500125
1886,88557,88556,90750,90772,500126
1887,90750,90669,90754,90772,500127
1888,90754,90670,90732,90772,500128
1889,90677,90773,90775,90774,500129
1890,90773,90674,90764,90775,500130
1891,90764,90678,90745,90775,500131
1892,90745,90673,90774,90775,500132
1893,88522,90776,90779,88523,500133
1894,90776,90676,90777,90779,500134
1895,90777,90672,90778,90779,500135
1896,90778,88524,88523,90779,500136
1897,90664,90780,90782,90694,500137
1898,90780,90677,90781,90782,500138
1899,90781,90675,90770,90782,500139
1900,90770,90663,90694,90782,500140
1901,90671,90683,90783,90753,500141
1902,90683,89067,89068,90783,500142
1903,89068,89069,90733,90783,500143
1904,90733,90670,90753,90783,500144
1905,88520,90723,90784,88521,500145
1906,90723,90662,90769,90784,500146
1907,90769,90676,90776,90784,500147
1908,90776,88522,88521,90784,500148
1909,88517,90715,90785,88516,500149
1910,90715,34043,90686,90785,500150
1911,90686,90667,90759,90785,500151
1912,90759,88515,88516,90785,500152
1913,90665,90690,90787,90786,500153
1914,90690,90666,90757,90787,500154
1915,90757,90661,90743,90787,500155
1916,90743,12044,90786,90787,500156
1917,88487,90788,90790,88486,500157
1918,90788,90679,90789,90790,500158
1919,90789,90678,90763,90790,500159
1920,90763,88485,88486,90790,500160
1921,90672,90791,90793,90792,500161
1922,90791,90675,90781,90793,500162
1923,90781,90677,90774,90793,500163
1924,90774,90673,90792,90793,500164
1925,88530,88529,90795,90794,500165
1926,88529,88528,90746,90795,500166
1927,90746,90678,90789,90795,500167
1928,90789,90679,90794,90795,500168
1929,90664,90691,90797,90780,500169
1930,90691,90665,90796,90797,500170
1931,90796,90674,90773,90797,500171
1932,90773,90677,90780,90797,500172
1933,90669,90798,90799,90755,500173
1934,90798,90681,90726,90799,500174
1935,90726,88513,90761,90799,500175
1936,90761,90668,90755,90799,500176
1937,88479,90742,90800,88478,500177
1938,90661,90730,90800,90742,500178
1939,88477,88478,90800,90730,500179
1940,90667,90684,90801,90760,500180
1941,90671,90752,90801,90684,500181
1942,90668,90760,90801,90752,500182
1943,90675,90791,90802,90768,500183
1944,90672,90777,90802,90791,500184
1945,90676,90768,90802,90777,500185
1946,90665,90786,90803,90796,500186
1947,12044,90736,90803,90786,500187
1948,90674,90796,90803,90736,500188
1949,88524,90778,90805,88525,500189
1950,90672,90804,90805,90778,500190
1951,88526,88525,90805,90804,500191
1952,90672,90792,90806,90804,500192
1953,90673,90747,90806,90792,500193
1954,88526,90804,90806,90747,500194
1955,90679,90788,88487,90709,500195
1956,90709,88530,90794,90679,500196
1957,88509,88510,90807,90739,500197
1958,88511,90725,90807,88510,500198
1959,90680,90739,90807,90725,500199
1960,90681,90798,90669,90749,500200
1961,90749,90680,90727,90681,500201
1962,88595,90820,90822,88596,600001
1963,90820,88554,88555,90822,600002
1964,88555,88556,90821,90822,600003
1965,90821,88597,88596,90822,600004
1966,88595,88594,90824,90820,600005
1967,88594,88593,90823,90824,600006
1968,90823,88552,88553,90824,600007
1969,88553,88554,90820,90824,600008
1970,88561,88560,90827,90826,600009
1971,88560,200,88985,90827,600010
1972,88985,88984,90825,90827,600011
1973,90825,90808,90826,90827,600012
1974,88593,88592,90829,90823,600013
1975,88592,88591,90828,90829,600014
1976,90828,88550,88551,90829,600015
1977,88551,88552,90823,90829,600016
1978,88530,88531,90832,90831,600017
1979,88531,88532,90830,90832,600018
1980,90830,88573,88572,90832,600019
1981,88572,88571,90831,90832,600020
1982,90816,90833,90836,90835,600021
1983,90833,90815,90834,90836,600022
1984,90834,88524,88525,90836,600023
1985,88525,88526,90835,90836,600024
1986,88583,88582,90839,90838,600025
1987,88582,88581,90837,90839,600026
1988,90837,88540,88541,90839,600027
1989,88541,88542,90838,90839,600028
1990,88548,88549,90841,90840,600029
1991,88549,88550,90828,90841,600030
1992,90828,88591,88590,90841,600031
1993,88590,88589,90840,90841,600032
1994,88536,88537,90844,90843,600033
1995,88537,88538,90842,90844,600034
1996,90842,88579,88578,90844,600035
1997,88578,88577,90843,90844,600036
1998,88577,88576,90846,90843,600037
1999,88576,88575,90845,90846,600038
2000,90845,88534,88535,90846,600039
2001,88535,88536,90843,90846,600040
2002,88542,88543,90848,90838,600041
2003,88543,88544,90847,90848,600042
2004,90847,88585,88584,90848,600043
2005,88584,88583,90838,90848,600044
2006,88581,88580,90849,90837,600045
2007,88580,88579,90842,90849,600046
2008,90842,88538,88539,90849,600047
2009,88539,88540,90837,90849,600048
2010,88575,88574,90850,90845,600049
2011,88574,88573,90830,90850,600050
2012,90830,88532,88533,90850,600051
2013,88533,88534,90845,90850,600052
2014,88589,88588,90852,90840,600053
2015,88588,88587,90851,90852,600054
2016,90851,88546,88547,90852,600055
2017,88547,88548,90840,90852,600056
2018,88544,88545,90853,90847,600057
2019,88545,88546,90851,90853,600058
2020,90851,88587,88586,90853,600059
2021,88586,88585,90847,90853,600060
2022,88565,88564,90857,90856,600061
2023,88564,88563,90854,90857,600062
2024,90854,90812,90855,90857,600063
2025,90855,90814,90856,90857,600064
2026,88982,90858,90860,88983,600065
2027,90858,90809,90859,90860,600066
2028,90859,90808,90825,90860,600067
2029,90825,88984,88983,90860,600068
2030,1205,88519,90863,88975,600069
2031,88519,88520,90861,90863,600070
2032,90861,90811,90862,90863,600071
2033,90862,88976,88975,90863,600072
2034,88522,88523,90866,90865,600073
2035,88523,88524,90834,90866,600074
2036,90834,90815,90864,90866,600075
2037,90864,90813,90865,90866,600076
2038,88982,88981,90869,90858,600077
2039,88981,88980,90867,90869,600078
2040,90867,90810,90868,90869,600079
2041,90868,90809,90858,90869,600080
2042,90817,90870,90872,90871,600081
2043,90870,90816,90835,90872,600082
2044,90835,88526,88527,90872,600083
2045,88527,88528,90871,90872,600084
2046,88567,90873,90875,88568,600085
2047,90873,90816,90870,90875,600086
2048,90870,90817,90874,90875,600087
2049,90874,88569,88568,90875,600088
2050,88978,90876,90880,90879,600089
2051,90876,90811,90877,90880,600090
2052,90877,90813,90878,90880,600091
2053,90878,90810,90879,90880,600092
2054,88569,90874,90882,88570,600093
2055,90874,90817,90881,90882,600094
2056,90881,88530,90831,90882,600095
2057,90831,88571,88570,90882,600096
2058,88520,88521,90883,90861,600097
2059,88521,88522,90865,90883,600098
2060,90865,90813,90877,90883,600099
2061,90877,90811,90861,90883,600100
2062,89074,89075,90887,90886,600101
2063,89075,89076,90884,90887,600102
2064,90884,90818,90885,90887,600103
2065,90885,90819,90886,90887,600104
2066,300,88600,90890,89081,600105
2067,88600,88599,90888,90890,600106
2068,90888,90818,90889,90890,600107
2069,90889,89080,89081,90890,600108
2070,90810,90878,90893,90892,600109
2071,90878,90813,90864,90893,600110
2072,90864,90815,90891,90893,600111
2073,90891,90812,90892,90893,600112
2074,88565,90856,90895,88566,600113
2075,90856,90814,90894,90895,600114
2076,90894,90816,90873,90895,600115
2077,90873,88567,88566,90895,600116
2078,3405,89071,90898,88559,600117
2079,89071,89072,90896,90898,600118
2080,90896,90819,90897,90898,600119
2081,90897,88558,88559,90898,600120
2082,88561,90826,90900,88562,600121
2083,90826,90808,90899,90900,600122
2084,90899,90812,90854,90900,600123
2085,90854,88563,88562,90900,600124
2086,88558,90897,90902,88557,600125
2087,90897,90819,90885,90902,600126
2088,90885,90818,90901,90902,600127
2089,90901,88556,88557,90902,600128
2090,88599,88598,90903,90888,600129
2091,88598,88597,90821,90903,600130
2092,90821,88556,90901,90903,600131
2093,90901,90818,90888,90903,600132
2094,90812,90891,90904,90855,600133
2095,90891,90815,90833,90904,600134
2096,90833,90816,90894,90904,600135
2097,90894,90814,90855,90904,600136
2098,88976,90862,90905,88977,600137
2099,90811,90876,90905,90862,600138
2100,88978,88977,90905,90876,600139
2101,88980,88979,90906,90867,600140
2102,88978,90879,90906,88979,600141
2103,90810,90867,90906,90879,600142
2104,90808,90859,90908,90899,600143
2105,90809,90907,90908,90859,600144
2106,90812,90899,90908,90907,600145
2107,90812,90907,90909,90892,600146
2108,90809,90868,90909,90907,600147
2109,90810,90892,90909,90868,600148
2110,88528,88529,90910,90871,600149
2111,88530,90881,90910,88529,600150
2112,90817,90871,90910,90881,600151
2113,89072,89073,90911,90896,600152
2114,89074,90886,90911,89073,600153
2115,90819,90896,90911,90886,600154
2116,89078,90912,90913,89077,600155
2117,90818,90884,90913,90912,600156
2118,89076,89077,90913,90884,600157
2119,89078,89079,90914,90912,600158
2120,89080,90889,90914,89079,600159
2121,90818,90912,90914,90889,600160
2122,90936,90954,90958,90957,700001
2123,90954,90935,90955,90958,700002
2124,90955,90931,90956,90958,700003
2125,90956,90932,90957,90958,700004
2126,90935,90954,90962,90961,700005
2127,90954,90936,90959,90962,700006
2128,90959,90939,90960,90962,700007
2129,90960,90938,90961,90962,700008
2130,88661,90963,90965,88662,700009
2131,90963,88620,88621,90965,700010
2132,88621,88622,90964,90965,700011
2133,90964,88663,88662,90965,700012
2134,88622,88623,90967,90964,700013
2135,88623,88624,90966,90967,700014
2136,90966,88665,88664,90967,700015
2137,88664,88663,90964,90967,700016
2138,88659,90968,90969,88660,700017
2139,90968,88618,88619,90969,700018
2140,88619,88620,90963,90969,700019
2141,90963,88661,88660,90969,700020
2142,88624,88625,90971,90966,700021
2143,88625,88626,90970,90971,700022
2144,90970,88667,88666,90971,700023
2145,88666,88665,90966,90971,700024
2146,88657,90972,90973,88658,700025
2147,90972,88616,88617,90973,700026
2148,88617,88618,90968,90973,700027
2149,90968,88659,88658,90973,700028
2150,88626,88627,90975,90970,700029
2151,88627,88628,90974,90975,700030
2152,90974,88669,88668,90975,700031
2153,88668,88667,90970,90975,700032
2154,88616,90972,90977,88615,700033
2155,90972,88657,88656,90977,700034
2156,88656,88655,90976,90977,700035
2157,90976,88614,88615,90977,700036
2158,88628,88629,90979,90974,700037
2159,88629,88630,90978,90979,700038
2160,90978,88671,88670,90979,700039
2161,88670,88669,90974,90979,700040
2162,88630,88631,90981,90978,700041
2163,88631,88632,90980,90981,700042
2164,90980,88673,88672,90981,700043
2165,88672,88671,90978,90981,700044
2166,88614,90976,90983,88613,700045
2167,90976,88655,88654,90983,700046
2168,88654,88653,90982,90983,700047
2169,90982,88612,88613,90983,700048
2170,88632,88633,90985,90980,700049
2171,88633,88634,90984,90985,700050
2172,90984,88675,88674,90985,700051
2173,88674,88673,90980,90985,700052
2174,88643,88642,90988,90987,700053
2175,88642,3401,89008,90988,700054
2176,89008,89007,90986,90988,700055
2177,90986,90915,90987,90988,700056
2178,400,88601,90991,88986,700057
2179,88601,88602,90989,90991,700058
2180,90989,90923,90990,90991,700059
2181,90990,88987,88986,90991,700060
2182,88610,90992,90994,88609,700061
2183,90992,90939,90959,90994,700062
2184,90959,90936,90993,90994,700063
2185,90993,88608,88609,90994,700064
2186,89001,90995,90998,89002,700065
2187,90995,90918,90996,90998,700066
2188,90996,90917,90997,90998,700067
2189,90997,89003,89002,90998,700068
2190,89097,90999,91002,89096,700069
2191,90999,90950,91000,91002,700070
2192,91000,90951,91001,91002,700071
2193,91001,89095,89096,91002,700072
2194,88991,91003,91006,88992,700073
2195,91003,90922,91004,91006,700074
2196,91004,90921,91005,91006,700075
2197,91005,88993,88992,91006,700076
2198,89001,89000,91009,90995,700077
2199,89000,88999,91007,91009,700078
2200,91007,90919,91008,91009,700079
2201,91008,90918,90995,91009,700080
2202,89003,90997,91012,89004,700081
2203,90997,90917,91010,91012,700082
2204,91010,90916,91011,91012,700083
2205,91011,89005,89004,91012,700084
2206,90928,91013,91016,91015,700085
2207,91013,90933,91014,91016,700086
2208,91014,90936,90957,91016,700087
2209,90957,90932,91015,91016,700088
2210,88602,88603,91019,90989,700089
2211,88603,88604,91017,91019,700090
2212,91017,90929,91018,91019,700091
2213,91018,90923,90989,91019,700092
2214,600,89082,91022,88641,700093
2215,89082,89083,91020,91022,700094
2216,91020,90944,91021,91022,700095
2217,91021,88640,88641,91022,700096
2218,90915,90986,91024,91023,700097
2219,90986,89007,89006,91024,700098
2220,89006,89005,91011,91024,700099
2221,91011,90916,91023,91024,700100
2222,88604,88605,91027,91017,700101
2223,88605,88606,91025,91027,700102
2224,91025,90933,91026,91027,700103
2225,91026,90929,91017,91027,700104
2226,90952,91028,91030,91029,700105
2227,91028,89093,89094,91030,700106
2228,89094,89095,91001,91030,700107
2229,91001,90951,91029,91030,700108
2230,88677,91031,91034,88678,700109
2231,91031,90942,91032,91034,700110
2232,91032,90953,91033,91034,700111
2233,91033,88679,88678,91034,700112
2234,88606,88607,91035,91025,700113
2235,88607,88608,90993,91035,700114
2236,90993,90936,91014,91035,700115
2237,91014,90933,91025,91035,700116
2238,90927,91036,91039,91038,700117
2239,91036,90932,90956,91039,700118
2240,90956,90931,91037,91039,700119
2241,91037,90926,91038,91039,700120
2242,5401,88682,91042,89104,700121
2243,88682,88681,91040,91042,700122
2244,91040,90949,91041,91042,700123
2245,91041,89103,89104,91042,700124
2246,90937,91043,91046,91045,700125
2247,91043,90940,91044,91046,700126
2248,91044,88653,88652,91046,700127
2249,88652,88651,91045,91046,700128
2250,90918,91047,91050,90996,700129
2251,91047,90926,91048,91050,700130
2252,91048,90925,91049,91050,700131
2253,91049,90917,90996,91050,700132
2254,89087,91051,91054,89086,700133
2255,91051,90948,91052,91054,700134
2256,91052,90944,91053,91054,700135
2257,91053,89085,89086,91054,700136
2258,90951,91055,91058,91057,700137
2259,91055,90953,91032,91058,700138
2260,91032,90942,91056,91058,700139
2261,91056,90945,91057,91058,700140
2262,90922,91059,91061,91060,700141
2263,91059,90929,91026,91061,700142
2264,91026,90933,91013,91061,700143
2265,91013,90928,91060,91061,700144
2266,88675,91062,91064,88676,700145
2267,91062,90941,91063,91064,700146
2268,91063,90942,91031,91064,700147
2269,91031,88677,88676,91064,700148
2270,88638,91065,91068,88637,700149
2271,91065,90943,91066,91068,700150
2272,91066,90941,91067,91068,700151
2273,91067,88636,88637,91068,700152
2274,88649,91069,91071,88650,700153
2275,91069,90934,91070,91071,700154
2276,91070,90937,91045,91071,700155
2277,91045,88651,88650,91071,700156
2278,88647,91072,91074,88648,700157
2279,91072,90930,91073,91074,700158
2280,91073,90934,91069,91074,700159
2281,91069,88649,88648,91074,700160
2282,88643,90987,91077,88644,700161
2283,90987,90915,91075,91077,700162
2284,91075,90924,91076,91077,700163
2285,91076,88645,88644,91077,700164
2286,90921,91078,91082,91081,700165
2287,91078,90928,91079,91082,700166
2288,91079,90927,91080,91082,700167
2289,91080,90920,91081,91082,700168
2290,88645,91076,91084,88646,700169
2291,91076,90924,91083,91084,700170
2292,91083,90930,91072,91084,700171
2293,91072,88647,88646,91084,700172
2294,90947,91085,91089,91088,700173
2295,91085,90946,91086,91089,700174
2296,91086,90952,91087,91089,700175
2297,91087,90945,91088,91089,700176
2298,88640,91021,91091,88639,700177
2299,91021,90944,91090,91091,700178
2300,91090,90943,91065,91091,700179
2301,91065,88638,88639,91091,700180
2302,90950,91092,91095,91094,700181
2303,91092,89099,89100,91095,700182
2304,89100,89101,91093,91095,700183
2305,91093,90949,91094,91095,700184
2306,88989,91096,91098,91097,700185
2307,91096,90923,91018,91098,700186
2308,91018,90929,91059,91098,700187
2309,91059,90922,91097,91098,700188
2310,88999,88998,91101,91007,700189
2311,88998,88997,91099,91101,700190
2312,91099,90920,91100,91101,700191
2313,91100,90919,91007,91101,700192
2314,90941,91066,91103,91063,700193
2315,91066,90943,91102,91103,700194
2316,91102,90945,91056,91103,700195
2317,91056,90942,91063,91103,700196
2318,88993,91005,91105,88994,700197
2319,91005,90921,91081,91105,700198
2320,91081,90920,91104,91105,700199
2321,91104,88995,88994,91105,700200
2322,90924,91106,91108,91107,700201
2323,91106,90916,91010,91108,700202
2324,91010,90917,91049,91108,700203
2325,91049,90925,91107,91108,700204
2326,90931,90955,91111,91110,700205
2327,90955,90935,91109,91111,700206
2328,91109,90937,91070,91111,700207
2329,91070,90934,91110,91111,700208
2330,90947,91112,91115,91085,700209
2331,91112,90948,91113,91115,700210
2332,91113,89089,91114,91115,700211
2333,91114,90946,91085,91115,700212
2334,90946,91116,91117,91086,700213
2335,91116,89091,89092,91117,700214
2336,89092,89093,91028,91117,700215
2337,91028,90952,91086,91117,700216
2338,88636,91067,91118,88635,700217
2339,91067,90941,91062,91118,700218
2340,91062,88675,90984,91118,700219
2341,90984,88634,88635,91118,700220
2342,90918,91008,91120,91047,700221
2343,91008,90919,91119,91120,700222
2344,91119,90927,91038,91120,700223
2345,91038,90926,91047,91120,700224
2346,88681,88680,91122,91040,700225
2347,88680,88679,91033,91122,700226
2348,91033,90953,91121,91122,700227
2349,91121,90949,91040,91122,700228
2350,90924,91107,91125,91083,700229
2351,91107,90925,91123,91125,700230
2352,91123,90931,91124,91125,700231
2353,91124,90930,91083,91125,700232
2354,90938,90960,91129,91128,700233
2355,90960,90939,91126,91129,700234
2356,91126,88612,91127,91129,700235
2357,91127,90940,91128,91129,700236
2358,90943,91090,91131,91130,700237
2359,91090,90944,91052,91131,700238
2360,91052,90948,91112,91131,700239
2361,91112,90947,91130,91131,700240
2362,90935,90961,91132,91109,700241
2363,90961,90938,91128,91132,700242
2364,91128,90940,91043,91132,700243
2365,91043,90937,91109,91132,700244
2366,88987,90990,91133,88988,700245
2367,90923,91096,91133,90990,700246
2368,88989,88988,91133,91096,700247
2369,88991,88990,91134,91003,700248
2370,88989,91097,91134,88990,700249
2371,90922,91003,91134,91097,700250
2372,88995,91104,91135,88996,700251
2373,90920,91099,91135,91104,700252
2374,88997,88996,91135,91099,700253
2375,90915,91023,91136,91075,700254
2376,90916,91106,91136,91023,700255
2377,90924,91075,91136,91106,700256
2378,90919,91100,91137,91119,700257
2379,90920,91080,91137,91100,700258
2380,90927,91119,91137,91080,700259
2381,90921,91004,91138,91078,700260
